ID,Название трека,ID альбома,ID жанра,Длительность,Размер,Стоимость,исполнитель
376,VГґo Sobre o Horizonte,33,7,225097,7528825,"132,00",Marcos Valle
377,A Paz,33,7,263183,8619173,"71,00",Marcos Valle
378,Wave (Vou te Contar),33,7,271647,9057557,"63,00",Marcos Valle
379,ГЃgua de Beber,33,7,146677,4866476,"111,00",Marcos Valle
380,Samba da BenГ§aco,33,7,282200,9440676,"98,00",Marcos Valle
381,Pode Parar,33,7,179408,6046678,"83,00",Marcos Valle
382,Menino do Rio,33,7,262713,8737489,"102,00",Marcos Valle
383,Ando Meio Desligado,33,7,195813,6547648,"65,00",Marcos Valle
384,MistГ©rio da RaГ§a,33,7,184320,6191752,"189,00",Marcos Valle
385,All Star,33,7,176326,5891697,"67,00",Marcos Valle
386,Menina Bonita,33,7,237087,7938246,"113,00",Marcos Valle
387,Pescador de IlusГµes,33,7,245524,8267067,"131,00",Marcos Valle
388,ГЂ Vontade (Live Mix),33,7,180636,5972430,"192,00",Marcos Valle
389,Maria FumaГ§a,33,7,141008,4743149,"107,00",Marcos Valle
390,Sambassim (dj patife remix),33,7,213655,7243166,"191,00",Marcos Valle
391,Garota De Ipanema,34,7,279536,9141343,"160,00",AntГґnio Carlos Jobim
392,Tim Tim Por Tim Tim,34,7,213237,7143328,"139,00",AntГґnio Carlos Jobim
393,Tarde Em ItapoГЈ,34,7,313704,10344491,"98,00",AntГґnio Carlos Jobim
394,Tanto Tempo,34,7,170292,5572240,"70,00",AntГґnio Carlos Jobim
395,Eu Vim Da Bahia - Live,34,7,157988,5115428,"136,00",AntГґnio Carlos Jobim
396,AlГґ AlГґ Marciano,34,7,238106,8013065,"119,00",AntГґnio Carlos Jobim
397,Linha Do Horizonte,34,7,279484,9275929,"108,00",AntГґnio Carlos Jobim
398,Only A Dream In Rio,34,7,371356,12192989,"136,00",AntГґnio Carlos Jobim
399,Abrir A Porta,34,7,271960,8991141,"140,00",AntГґnio Carlos Jobim
400,Alice,34,7,165982,5594341,"133,00",AntГґnio Carlos Jobim
401,Momentos Que Marcam,34,7,280137,9313740,"168,00",AntГґnio Carlos Jobim
402,Um Jantar Pra Dois,34,7,237714,7819755,"117,00",AntГґnio Carlos Jobim
403,Bumbo Da Mangueira,34,7,270158,9073350,"153,00",AntГґnio Carlos Jobim
404,Mr Funk Samba,34,7,213890,7102545,"151,00",AntГґnio Carlos Jobim
405,Santo Antonio,34,7,162716,5492069,"181,00",AntГґnio Carlos Jobim
406,Por VocГЄ,34,7,205557,6792493,"102,00",AntГґnio Carlos Jobim
407,SГі Tinha De Ser Com VocГЄ,34,7,389642,13085596,"127,00",AntГґnio Carlos Jobim
408,Free Speech For The Dumb,35,3,155428,5076048,"114,00",Metallica
409,It's Electric,35,3,213995,6978601,"123,00",Metallica
410,Sabbra Cadabra,35,3,380342,12418147,"134,00",Metallica
411,Turn The Page,35,3,366524,11946327,"183,00",Metallica
412,Die Die My Darling,35,3,149315,4867667,"190,00",Metallica
413,Loverman,35,3,472764,15446975,"99,00",Metallica
414,Mercyful Fate,35,3,671712,21942829,"116,00",Metallica
415,Astronomy,35,3,397531,13065612,"170,00",Metallica
416,Whiskey In The Jar,35,3,305005,9943129,"153,00",Metallica
417,Tuesday's Gone,35,3,545750,17900787,"74,00",Metallica
418,The More I See,35,3,287973,9378873,"58,00",Metallica
419,A Kind Of Magic,36,1,262608,8689618,"194,00",Queen
420,Under Pressure,36,1,236617,7739042,"77,00",Queen
421,Radio GA GA,36,1,343745,11358573,"91,00",Queen
422,I Want It All,36,1,241684,7876564,"89,00",Queen
423,I Want To Break Free,36,1,259108,8552861,"80,00",Queen
424,Innuendo,36,1,387761,12664591,"91,00",Queen
425,It's A Hard Life,36,1,249417,8112242,"96,00",Queen
426,Breakthru,36,1,249234,8150479,"166,00",Queen
427,Who Wants To Live Forever,36,1,297691,9577577,"153,00",Queen
428,Headlong,36,1,273057,8921404,"86,00",Queen
429,The Miracle,36,1,294974,9671923,"101,00",Queen
430,I'm Going Slightly Mad,36,1,248032,8192339,"154,00",Queen
431,The Invisible Man,36,1,238994,7920353,"50,00",Queen
432,Hammer To Fall,36,1,220316,7255404,"176,00",Queen
433,Friends Will Be Friends,36,1,248920,8114582,"155,00",Queen
434,The Show Must Go On,36,1,263784,8526760,"154,00",Queen
435,One Vision,36,1,242599,7936928,"100,00",Queen
436,Detroit Rock City,37,1,218880,7146372,"82,00",Kiss
437,Black Diamond,37,1,314148,10266007,"96,00",Kiss
438,Hard Luck Woman,37,1,216032,7109267,"67,00",Kiss
439,Sure Know Something,37,1,242468,7939886,"180,00",Kiss
440,Love Gun,37,1,196257,6424915,"146,00",Kiss
441,Deuce,37,1,185077,6097210,"66,00",Kiss
442,Goin' Blind,37,1,216215,7045314,"189,00",Kiss
443,Shock Me,37,1,227291,7529336,"74,00",Kiss
444,Do You Love Me,37,1,214987,6976194,"112,00",Kiss
445,She,37,1,248346,8229734,"200,00",Kiss
446,I Was Made For Loving You,37,1,271360,9018078,"113,00",Kiss
447,Shout It Out Loud,37,1,219742,7194424,"198,00",Kiss
448,God Of Thunder,37,1,255791,8309077,"95,00",Kiss
449,Calling Dr. Love,37,1,225332,7395034,"175,00",Kiss
450,Beth,37,1,166974,5360574,"68,00",Kiss
451,Strutter,37,1,192496,6317021,"137,00",Kiss
452,Rock And Roll All Nite,37,1,173609,5735902,"121,00",Kiss
453,Cold Gin,37,1,262243,8609783,"187,00",Kiss
454,Plaster Caster,37,1,207333,6801116,"91,00",Kiss
455,God Gave Rock 'n' Roll To You,37,1,320444,10441590,"89,00",Kiss
456,Heart of the Night,38,2,273737,9098263,"134,00",Spyro Gyra
457,De La Luz,38,2,315219,10518284,"96,00",Spyro Gyra
458,Westwood Moon,38,2,295627,9765802,"112,00",Spyro Gyra
459,Midnight,38,2,266866,8851060,"155,00",Spyro Gyra
460,Playtime,38,2,273580,9070880,"118,00",Spyro Gyra
461,Surrender,38,2,287634,9422926,"123,00",Spyro Gyra
462,Valentino's,38,2,296124,9848545,"176,00",Spyro Gyra
463,Believe,38,2,310778,10317185,"120,00",Spyro Gyra
464,As We Sleep,38,2,316865,10429398,"195,00",Spyro Gyra
465,When Evening Falls,38,2,298135,9863942,"73,00",Spyro Gyra
466,J Squared,38,2,288757,9480777,"127,00",Spyro Gyra
467,Best Thing,38,2,274259,9069394,"155,00",Spyro Gyra
468,Maria,39,4,167262,5484747,"178,00",Green Day
469,Poprocks And Coke,39,4,158354,5243078,"109,00",Green Day
470,Longview,39,4,234083,7714939,"152,00",Green Day
471,Welcome To Paradise,39,4,224208,7406008,"97,00",Green Day
472,Basket Case,39,4,181629,5951736,"51,00",Green Day
473,When I Come Around,39,4,178364,5839426,"110,00",Green Day
474,She,39,4,134164,4425128,"150,00",Green Day
475,J.A.R. (Jason Andrew Relva),39,4,170997,5645755,"111,00",Green Day
476,Geek Stink Breath,39,4,135888,4408983,"193,00",Green Day
477,Brain Stew,39,4,193149,6305550,"89,00",Green Day
478,Jaded,39,4,90331,2950224,"107,00",Green Day
479,Walking Contradiction,39,4,151170,4932366,"168,00",Green Day
480,Stuck With Me,39,4,135523,4431357,"58,00",Green Day
481,Hitchin' A Ride,39,4,171546,5616891,"69,00",Green Day
482,Good Riddance (Time Of Your Life),39,4,153600,5075241,"51,00",Green Day
483,Redundant,39,4,198164,6481753,"127,00",Green Day
484,Nice Guys Finish Last,39,4,170187,5604618,"159,00",Green Day
485,Minority,39,4,168803,5535061,"69,00",Green Day
486,Warning,39,4,221910,7343176,"101,00",Green Day
487,Waiting,39,4,192757,6316430,"199,00",Green Day
488,Macy's Day Parade,39,4,213420,7075573,"135,00",Green Day
489,Into The Light,40,1,76303,2452653,"158,00",David Coverdale
490,River Song,40,1,439510,14359478,"50,00",David Coverdale
491,She Give Me ...,40,1,252551,8385478,"191,00",David Coverdale
492,Don't You Cry,40,1,347036,11269612,"128,00",David Coverdale
493,Love Is Blind,40,1,344999,11409720,"183,00",David Coverdale
494,Slave,40,1,291892,9425200,"163,00",David Coverdale
495,Cry For Love,40,1,293015,9567075,"92,00",David Coverdale
496,Living On Love,40,1,391549,12785876,"121,00",David Coverdale
497,Midnight Blue,40,1,298631,9750990,"191,00",David Coverdale
498,Too Many Tears,40,1,359497,11810238,"175,00",David Coverdale
499,Don't Lie To Me,40,1,283585,9288007,"175,00",David Coverdale
500,Wherever You May Go,40,1,239699,7803074,"126,00",David Coverdale
501,Grito De Alerta,41,7,202213,6539422,"165,00",Gonzaguinha
502,NГЈo DГЎ Mais Pra Segurar (Explode CoraГ§ГЈo),41,7,219768,7083012,"123,00",Gonzaguinha
503,ComeГ§aria Tudo Outra Vez,41,7,196545,6473395,"74,00",Gonzaguinha
504,O Que Г‰ O Que Г‰ ?,41,7,259291,8650647,"133,00",Gonzaguinha
505,Sangrando,41,7,169717,5494406,"105,00",Gonzaguinha
506,"Diga LГЎ, CoraГ§ГЈo",41,7,255921,8280636,"105,00",Gonzaguinha
507,Lindo Lago Do Amor,41,7,249678,8353191,"154,00",Gonzaguinha
508,Eu Apenas Queria Que VoГ§ГЄ Soubesse,41,7,155637,5130056,"145,00",Gonzaguinha
509,Com A Perna No Mundo,41,7,227448,7747108,"143,00",Gonzaguinha
510,E Vamos ГЂ Luta,41,7,222406,7585112,"63,00",Gonzaguinha
511,Um Homem TambГ©m Chora (Guerreiro Menino),41,7,207229,6854219,"161,00",Gonzaguinha
512,Comportamento Geral,41,7,181577,5997444,"119,00",Gonzaguinha
513,Ponto De InterrogaГ§ГЈo,41,7,180950,5946265,"69,00",Gonzaguinha
514,"Espere Por Mim, Morena",41,7,207072,6796523,"155,00",Gonzaguinha
515,Meia-Lua Inteira,23,7,222093,7466288,"153,00",Chico Buarque
516,Voce e Linda,23,7,242938,8050268,"190,00",Chico Buarque
517,Um Indio,23,7,195944,6453213,"75,00",Chico Buarque
518,Podres Poderes,23,7,259761,8622495,"69,00",Chico Buarque
519,Voce Nao Entende Nada - Cotidiano,23,7,421982,13885612,"165,00",Chico Buarque
520,O Estrangeiro,23,7,374700,12472890,"117,00",Chico Buarque
521,Menino Do Rio,23,7,147670,4862277,"75,00",Chico Buarque
522,Qualquer Coisa,23,7,193410,6372433,"189,00",Chico Buarque
523,Sampa,23,7,185051,6151831,"181,00",Chico Buarque
524,Queixa,23,7,299676,9953962,"97,00",Chico Buarque
525,O Leaozinho,23,7,184398,6098150,"140,00",Chico Buarque
526,Fora Da Ordem,23,7,354011,11746781,"164,00",Chico Buarque
527,Terra,23,7,401319,13224055,"189,00",Chico Buarque
528,"Alegria, Alegria",23,7,169221,5497025,"200,00",Chico Buarque
529,Balada Do Louco,42,4,241057,7852328,"196,00",Os Mutantes
530,Ando Meio Desligado,42,4,287817,9484504,"84,00",Os Mutantes
531,Top Top,42,4,146938,4875374,"162,00",Os Mutantes
532,Baby,42,4,177188,5798202,"193,00",Os Mutantes
533,A E O Z,42,4,518556,16873005,"170,00",Os Mutantes
534,Panis Et Circenses,42,4,125152,4069688,"139,00",Os Mutantes
535,ChГЈo De Estrelas,42,4,284813,9433620,"83,00",Os Mutantes
536,Vida De Cachorro,42,4,195186,6411149,"111,00",Os Mutantes
537,Bat Macumba,42,4,187794,6295223,"175,00",Os Mutantes
538,Desculpe Babe,42,4,170422,5637959,"142,00",Os Mutantes
539,Rita Lee,42,4,189257,6270503,"84,00",Os Mutantes
540,"Posso Perder Minha Mulher, Minha MГЈe, Desde Que Eu Tenha O Rock And Roll",42,4,222955,7346254,"99,00",Os Mutantes
541,Banho De Lua,42,4,221831,7232123,"157,00",Os Mutantes
542,Meu Refrigerador NГЈo Funciona,42,4,382981,12495906,"152,00",Os Mutantes
543,Burn,43,1,453955,14775708,"138,00",Deep Purple
544,Stormbringer,43,1,277133,9050022,"163,00",Deep Purple
545,Gypsy,43,1,339173,11046952,"85,00",Deep Purple
546,Lady Double Dealer,43,1,233586,7608759,"86,00",Deep Purple
547,Mistreated,43,1,758648,24596235,"174,00",Deep Purple
548,Smoke On The Water,43,1,618031,20103125,"118,00",Deep Purple
549,You Fool No One,43,1,804101,26369966,"148,00",Deep Purple
550,Custard Pie,44,1,253962,8348257,"54,00",Led Zeppelin
551,The Rover,44,1,337084,11011286,"170,00",Led Zeppelin
552,In My Time Of Dying,44,1,666017,21676727,"179,00",Led Zeppelin
553,Houses Of The Holy,44,1,242494,7972503,"189,00",Led Zeppelin
554,Trampled Under Foot,44,1,336692,11154468,"106,00",Led Zeppelin
555,Kashmir,44,1,508604,16686580,"198,00",Led Zeppelin
556,Imperatriz,45,7,339173,11348710,"190,00",Various Artists
557,Beija-Flor,45,7,327000,10991159,"70,00",Various Artists
558,Viradouro,45,7,344320,11484362,"79,00",Various Artists
559,Mocidade,45,7,261720,8817757,"69,00",Various Artists
560,Unidos Da Tijuca,45,7,338834,11440689,"71,00",Various Artists
561,Salgueiro,45,7,305920,10294741,"53,00",Various Artists
562,Mangueira,45,7,298318,9999506,"179,00",Various Artists
563,UniГЈo Da Ilha,45,7,330945,11100945,"143,00",Various Artists
564,Grande Rio,45,7,307252,10251428,"129,00",Various Artists
565,Portela,45,7,319608,10712216,"89,00",Various Artists
566,Caprichosos,45,7,351320,11870956,"127,00",Various Artists
567,TradiГ§ГЈo,45,7,269165,9114880,"112,00",Various Artists
568,ImpГ©rio Serrano,45,7,334942,11161196,"171,00",Various Artists
569,Tuiuti,45,7,259657,8749492,"133,00",Various Artists
570,(Da Le) Yaleo,46,1,353488,11769507,"87,00",Santana
571,Love Of My Life,46,1,347820,11634337,"118,00",Santana
572,Put Your Lights On,46,1,285178,9394769,"196,00",Santana
573,Africa Bamba,46,1,282827,9492487,"59,00",Santana
574,Smooth,46,1,298161,9867455,"188,00",Santana
575,Do You Like The Way,46,1,354899,11741062,"81,00",Santana
576,Maria Maria,46,1,262635,8664601,"62,00",Santana
577,Migra,46,1,329064,10963305,"126,00",Santana
578,Corazon Espinado,46,1,276114,9206802,"96,00",Santana
579,Wishing It Was,46,1,292832,9771348,"60,00",Santana
580,El Farol,46,1,291160,9599353,"102,00",Santana
581,Primavera,46,1,378618,12504234,"198,00",Santana
582,The Calling,46,1,747755,24703884,"127,00",Santana
583,SoluГ§ГЈo,47,7,247431,8100449,"73,00",Ed Motta
584,Manuel,47,7,230269,7677671,"174,00",Ed Motta
585,Entre E OuГ§a,47,7,286302,9391004,"130,00",Ed Motta
586,Um Contrato Com Deus,47,7,202501,6636465,"113,00",Ed Motta
587,Um Jantar Pra Dois,47,7,244009,8021589,"79,00",Ed Motta
588,Vamos DanГ§ar,47,7,226194,7617432,"132,00",Ed Motta
589,Um Love,47,7,181603,6095524,"191,00",Ed Motta
590,Seis Da Tarde,47,7,238445,7935898,"199,00",Ed Motta
591,Baixo Rio,47,7,198008,6521676,"89,00",Ed Motta
592,Sombras Do Meu Destino,47,7,280685,9161539,"144,00",Ed Motta
593,Do You Have Other Loves?,47,7,295235,9604273,"169,00",Ed Motta
594,Agora Que O Dia Acordou,47,7,323213,10572752,"145,00",Ed Motta
595,JГЎ!!!,47,7,217782,7103608,"114,00",Ed Motta
596,A Rua,47,7,238027,7930264,"123,00",Ed Motta
597,Now's The Time,48,2,197459,6358868,"197,00",Miles Davis
598,Jeru,48,2,193410,6222536,"142,00",Miles Davis
599,Compulsion,48,2,345025,11254474,"74,00",Miles Davis
600,Tempus Fugit,48,2,231784,7548434,"58,00",Miles Davis
601,Walkin',48,2,807392,26411634,"110,00",Miles Davis
602,'Round Midnight,48,2,357459,11590284,"120,00",Miles Davis
603,Bye Bye Blackbird,48,2,476003,15549224,"157,00",Miles Davis
604,New Rhumba,48,2,277968,9018024,"82,00",Miles Davis
605,Generique,48,2,168777,5437017,"100,00",Miles Davis
606,Summertime,48,2,200437,6461370,"174,00",Miles Davis
607,So What,48,2,564009,18360449,"87,00",Miles Davis
608,The Pan Piper,48,2,233769,7593713,"141,00",Miles Davis
609,Someday My Prince Will Come,48,2,544078,17890773,"176,00",Miles Davis
610,My Funny Valentine (Live),49,2,907520,29416781,"125,00",Miles Davis
611,E.S.P.,49,2,330684,11079866,"81,00",Miles Davis
612,Nefertiti,49,2,473495,15478450,"156,00",Miles Davis
613,Petits Machins (Little Stuff),49,2,487392,16131272,"173,00",Miles Davis
614,Miles Runs The Voodoo Down,49,2,843964,27967919,"184,00",Miles Davis
615,Little Church (Live),49,2,196101,6273225,"100,00",Miles Davis
616,Black Satin,49,2,316682,10529483,"156,00",Miles Davis
617,Jean Pierre (Live),49,2,243461,7955114,"154,00",Miles Davis
618,Time After Time,49,2,220734,7292197,"147,00",Miles Davis
619,Portia,49,2,378775,12520126,"175,00",Miles Davis
620,Space Truckin',50,1,1196094,39267613,"175,00",Deep Purple
621,Going Down / Highway Star,50,1,913658,29846063,"114,00",Deep Purple
622,Mistreated (Alternate Version),50,1,854700,27775442,"166,00",Deep Purple
623,You Fool No One (Alternate Version),50,1,763924,24887209,"182,00",Deep Purple
624,Jeepers Creepers,51,2,185965,5991903,"123,00",Gene Krupa
625,Blue Rythm Fantasy,51,2,348212,11204006,"107,00",Gene Krupa
626,Drum Boogie,51,2,191555,6185636,"165,00",Gene Krupa
627,Let Me Off Uptown,51,2,187637,6034685,"127,00",Gene Krupa
628,Leave Us Leap,51,2,182726,5898810,"156,00",Gene Krupa
629,Opus No.1,51,2,179800,5846041,"77,00",Gene Krupa
630,Boogie Blues,51,2,204199,6603153,"178,00",Gene Krupa
631,How High The Moon,51,2,201430,6529487,"169,00",Gene Krupa
632,Disc Jockey Jump,51,2,193149,6260820,"136,00",Gene Krupa
633,Up An' Atom,51,2,179565,5822645,"122,00",Gene Krupa
634,Bop Boogie,51,2,189596,6093124,"80,00",Gene Krupa
635,Lemon Drop,51,2,194089,6287531,"75,00",Gene Krupa
636,Coronation Drop,51,2,176222,5899898,"123,00",Gene Krupa
637,Overtime,51,2,163030,5432236,"165,00",Gene Krupa
638,Imagination,51,2,289306,9444385,"97,00",Gene Krupa
639,Don't Take Your Love From Me,51,2,282331,9244238,"60,00",Gene Krupa
640,Midget,51,2,217025,7257663,"79,00",Gene Krupa
641,I'm Coming Virginia,51,2,280163,9209827,"94,00",Gene Krupa
642,Payin' Them Dues Blues,51,2,198556,6536918,"110,00",Gene Krupa
643,Jungle Drums,51,2,199627,6546063,"148,00",Gene Krupa
644,Showcase,51,2,201560,6697510,"194,00",Gene Krupa
645,Swedish Schnapps,51,2,191268,6359750,"168,00",Gene Krupa
646,Samba Da BГЄnГ§ГЈo,52,11,409965,13490008,"61,00",Toquinho & Vinicius
647,Pot-Pourri N.Вє 4,52,11,392437,13125975,"80,00",Toquinho & Vinicius
648,Onde Anda VocГЄ,52,11,168437,5550356,"101,00",Toquinho & Vinicius
649,Samba Da Volta,52,11,170631,5676090,"184,00",Toquinho & Vinicius
650,Canto De Ossanha,52,11,204956,6771624,"104,00",Toquinho & Vinicius
651,Pot-Pourri N.Вє 5,52,11,219898,7117769,"152,00",Toquinho & Vinicius
652,Formosa,52,11,137482,4560873,"169,00",Toquinho & Vinicius
653,Como Г‰ Duro Trabalhar,52,11,226168,7541177,"114,00",Toquinho & Vinicius
654,Minha Namorada,52,11,244297,7927967,"97,00",Toquinho & Vinicius
655,Por Que SerГЎ,52,11,162142,5371483,"121,00",Toquinho & Vinicius
656,Berimbau,52,11,190667,6335548,"82,00",Toquinho & Vinicius
657,Deixa,52,11,179826,5932799,"81,00",Toquinho & Vinicius
658,Pot-Pourri N.Вє 2,52,11,211748,6878359,"59,00",Toquinho & Vinicius
659,Samba Em PrelГєdio,52,11,212636,6923473,"148,00",Toquinho & Vinicius
660,Carta Ao Tom 74,52,11,162560,5382354,"106,00",Toquinho & Vinicius
661,Linha de Passe (JoГЈo Bosco),53,7,230948,7902328,"181,00",Various Artists
662,Pela Luz dos Olhos Teus (MiГєcha e Tom Jobim),53,7,163970,5399626,"167,00",Various Artists
663,ChГЈo de Giz (Elba Ramalho),53,7,274834,9016916,"113,00",Various Artists
664,Marina (Dorival Caymmi),53,7,172643,5523628,"64,00",Various Artists
665,Aquarela (Toquinho),53,7,259944,8480140,"133,00",Various Artists
666,CoraГ§ГЈo do Agreste (FafГЎ de BelГ©m),53,7,258194,8380320,"99,00",Various Artists
667,Dona (Roupa Nova),53,7,243356,7991295,"200,00",Various Artists
668,ComeГ§aria Tudo Outra Vez (Maria Creuza),53,7,206994,6851151,"62,00",Various Artists
669,CaГ§ador de Mim (SГЎ & Guarabyra),53,7,238341,7751360,"115,00",Various Artists
670,Romaria (Renato Teixeira),53,7,244793,8033885,"199,00",Various Artists
671,As Rosas NГЈo Falam (Beth Carvalho),53,7,116767,3836641,"69,00",Various Artists
672,Wave (Os Cariocas),53,7,130063,4298006,"112,00",Various Artists
673,Garota de Ipanema (Dick Farney),53,7,174367,5767474,"126,00",Various Artists
674,Preciso Apender a Viver SГі (Maysa),53,7,143464,4642359,"174,00",Various Artists
675,Susie Q,54,1,275565,9043825,"103,00",Creedence Clearwater Revival
676,I Put A Spell On You,54,1,272091,8943000,"102,00",Creedence Clearwater Revival
677,Proud Mary,54,1,189022,6229590,"74,00",Creedence Clearwater Revival
678,Bad Moon Rising,54,1,140146,4609835,"62,00",Creedence Clearwater Revival
679,Lodi,54,1,191451,6260214,"141,00",Creedence Clearwater Revival
680,Green River,54,1,154279,5105874,"132,00",Creedence Clearwater Revival
681,Commotion,54,1,162899,5354252,"77,00",Creedence Clearwater Revival
682,Down On The Corner,54,1,164858,5521804,"104,00",Creedence Clearwater Revival
683,Fortunate Son,54,1,140329,4617559,"50,00",Creedence Clearwater Revival
684,Travelin' Band,54,1,129358,4270414,"198,00",Creedence Clearwater Revival
685,Who'll Stop The Rain,54,1,149394,4899579,"88,00",Creedence Clearwater Revival
686,Up Around The Bend,54,1,162429,5368701,"52,00",Creedence Clearwater Revival
687,Run Through The Jungle,54,1,186044,6156567,"122,00",Creedence Clearwater Revival
688,Lookin' Out My Back Door,54,1,152946,5034670,"194,00",Creedence Clearwater Revival
689,Long As I Can See The Light,54,1,213237,6924024,"182,00",Creedence Clearwater Revival
690,I Heard It Through The Grapevine,54,1,664894,21947845,"57,00",Creedence Clearwater Revival
691,Have You Ever Seen The Rain?,54,1,160052,5263675,"62,00",Creedence Clearwater Revival
692,Hey Tonight,54,1,162847,5343807,"72,00",Creedence Clearwater Revival
693,Sweet Hitch-Hiker,54,1,175490,5716603,"86,00",Creedence Clearwater Revival
694,Someday Never Comes,54,1,239360,7945235,"66,00",Creedence Clearwater Revival
695,Walking On The Water,55,1,281286,9302129,"184,00",Creedence Clearwater Revival
696,"Suzie-Q, Pt. 2",55,1,244114,7986637,"75,00",Creedence Clearwater Revival
697,Born On The Bayou,55,1,316630,10361866,"193,00",Creedence Clearwater Revival
